Image Name,ONNX,FP16,FP32,INT8,PADIM,Diff_FP16,Diff_FP32,Diff_INT8,Diff_PADIM
003.png,0.9396,1.0,1.0,0.9492,0.769,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.17059999999999997
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,0.9869,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.04730000000000001
003.png,0.9396,1.0,1.0,0.9492,0.769,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.17059999999999997
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,0.9869,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.04730000000000001
003.png,0.9396,1.0,1.0,0.9492,0.769,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.17059999999999997
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,0.9869,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.04730000000000001
003.png,0.9396,1.0,1.0,0.9492,0.769,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.17059999999999997
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,0.9869,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.04730000000000001
003.png,0.9396,1.0,1.0,0.9492,0.769,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.17059999999999997
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
003.png,0.9396,1.0,1.0,0.9492,0.9869,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.04730000000000001
003.png,0.9396,1.0,1.0,0.9492,0.769,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.17059999999999997
003.png,0.9396,1.0,1.0,0.9492,1.0,0.06040000000000001,0.06040000000000001,0.009600000000000053,0.06040000000000001
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
002.png,0.9129,1.0,1.0,0.9177,0.8298,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08310000000000006
002.png,0.9129,1.0,1.0,0.9177,1.0,0.08709999999999996,0.08709999999999996,0.0047999999999999154,0.08709999999999996
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
015.png,0.8976,1.0,1.0,0.9089,0.8991,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.0015000000000000568
015.png,0.8976,1.0,1.0,0.9089,1.0,0.10240000000000005,0.10240000000000005,0.011300000000000088,0.10240000000000005
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,0.7865,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.16300000000000003
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
019.png,0.9495,1.0,1.0,0.9553,1.0,0.05049999999999999,0.05049999999999999,0.005800000000000027,0.05049999999999999
